custID,region,country,item,sold,price
5625,Sub-Saharan Africa,Zambia,Office Supplies,8234,651.21
5626,Europe,Malta,Meat,8510,421.89
5627,Europe,United Kingdom,Clothes,3221,109.28
5628,Central America and the Caribbean,Guatemala,Cereal,2997,205.7
5629,Asia,Bhutan,Clothes,497,109.28
5630,Europe,Macedonia,Meat,5415,421.89
5631,Europe,Monaco,Meat,9475,421.89
5632,Asia,Indonesia,Fruits,1431,9.33
5633,Asia,Myanmar,Snacks,2070,152.58
5634,Sub-Saharan Africa,South Africa,Personal Care,9208,81.73
5635,North America,Canada,Meat,2694,421.89
5636,Central America and the Caribbean,Haiti,Household,9409,668.27
5637,Central America and the Caribbean,The Bahamas,Snacks,8264,152.58
5638,Middle East and North Africa,Israel,Cereal,5200,205.7
5639,Middle East and North Africa,Oman,Baby Food,8191,255.28
5640,Sub-Saharan Africa,Ghana,Meat,2243,421.89
5641,Sub-Saharan Africa,Mauritius ,Beverages,4392,47.45
5642,Sub-Saharan Africa,Guinea-Bissau,Cereal,8704,205.7
5643,Sub-Saharan Africa,Uganda,Fruits,1279,9.33
5644,Sub-Saharan Africa,Swaziland,Baby Food,5246,255.28
5645,Europe,Andorra,Office Supplies,5766,651.21
5646,Asia,Indonesia,Beverages,5033,47.45
5647,Australia and Oceania,Tuvalu,Meat,7269,421.89
5648,Europe,Kosovo,Office Supplies,3729,651.21
5649,Europe,France,Office Supplies,7700,651.21
5650,Europe,Ireland,Clothes,9499,109.28
5651,Sub-Saharan Africa,Swaziland,Beverages,1474,47.45
5652,Sub-Saharan Africa,Burkina Faso,Beverages,3006,47.45
5653,Europe,Malta,Fruits,5505,9.33
5654,Middle East and North Africa,Morocco,Clothes,7415,109.28
5655,Asia,Bangladesh,Household,9208,668.27
5656,Middle East and North Africa,Algeria,Clothes,8389,109.28
5657,Australia and Oceania,Australia,Cereal,4495,205.7
5658,Australia and Oceania,Kiribati,Cosmetics,4093,437.2
5659,Sub-Saharan Africa,Equatorial Guinea,Cereal,5781,205.7
5660,Middle East and North Africa,Saudi Arabia,Cereal,5190,205.7
5661,Middle East and North Africa,Somalia,Cosmetics,9981,437.2
5662,Australia and Oceania,Palau,Vegetables,4846,154.06
5663,Europe,Slovenia,Vegetables,6508,154.06
5664,Europe,Croatia,Fruits,8723,9.33
5665,Sub-Saharan Africa,Liberia,Household,7276,668.27
5666,Sub-Saharan Africa,Central African Republic,Fruits,4985,9.33
5667,Sub-Saharan Africa,Cameroon,Household,6700,668.27
5668,Sub-Saharan Africa,Malawi,Office Supplies,4298,651.21
5669,Australia and Oceania,Solomon Islands,Clothes,1693,109.28
5670,North America,United States of America,Vegetables,9825,154.06
5671,Sub-Saharan Africa,Cote d'Ivoire,Cosmetics,1669,437.2
5672,Asia,Sri Lanka,Household,7230,668.27
5673,Middle East and North Africa,Morocco,Snacks,8543,152.58
5674,Australia and Oceania,Australia,Clothes,4677,109.28
5675,Asia,Bangladesh,Fruits,6729,9.33
5676,Central America and the Caribbean,Saint Lucia,Office Supplies,2830,651.21
5677,Sub-Saharan Africa,Tanzania,Beverages,3141,47.45
5678,Middle East and North Africa,Morocco,Personal Care,4854,81.73
5679,Australia and Oceania,Kiribati,Baby Food,7192,255.28
5680,Sub-Saharan Africa,Malawi,Snacks,6411,152.58
5681,Europe,Monaco,Office Supplies,797,651.21
5682,Sub-Saharan Africa,Nigeria,Fruits,5667,9.33
5683,Australia and Oceania,Fiji,Household,8370,668.27
5684,Australia and Oceania,Vanuatu,Cereal,3286,205.7
5685,Middle East and North Africa,Qatar,Vegetables,6825,154.06
5686,Middle East and North Africa,Libya,Beverages,2431,47.45
5687,Europe,Italy,Meat,5576,421.89
5688,Central America and the Caribbean,Panama,Vegetables,8766,154.06
5689,Sub-Saharan Africa,Central African Republic,Cereal,6537,205.7
5690,Sub-Saharan Africa,Republic of the Congo,Household,456,668.27
5691,Sub-Saharan Africa,Republic of the Congo,Clothes,4123,109.28
5692,Asia,Tajikistan,Beverages,8165,47.45
5693,Middle East and North Africa,Somalia,Snacks,5246,152.58
5694,Sub-Saharan Africa,Guinea-Bissau,Beverages,5057,47.45
5695,Europe,Cyprus,Meat,9322,421.89
5696,Sub-Saharan Africa,Seychelles ,Cereal,6795,205.7
5697,Middle East and North Africa,United Arab Emirates,Clothes,8264,109.28
5698,Sub-Saharan Africa,Madagascar,Clothes,1544,109.28
5699,Central America and the Caribbean,Haiti,Cereal,6486,205.7
5700,Middle East and North Africa,United Arab Emirates,Beverages,9969,47.45
5701,Middle East and North Africa,Egypt,Baby Food,903,255.28
5702,Middle East and North Africa,Iran,Office Supplies,5232,651.21
5703,Australia and Oceania,Tuvalu,Household,928,668.27
5704,Sub-Saharan Africa,Cote d'Ivoire,Household,2998,668.27
5705,Europe,Iceland,Baby Food,8476,255.28
5706,Europe,Denmark,Cereal,1431,205.7
5707,Sub-Saharan Africa,Sierra Leone,Meat,7961,421.89
5708,Sub-Saharan Africa,Benin,Household,1196,668.27
5709,Europe,Andorra,Clothes,6296,109.28
5710,Central America and the Caribbean,Trinidad and Tobago,Cosmetics,5455,437.2
5711,Central America and the Caribbean,Saint Lucia,Snacks,2897,152.58
5712,Europe,Serbia,Baby Food,9875,255.28
5713,Europe,Armenia,Personal Care,9676,81.73
5714,Central America and the Caribbean,Belize,Household,2617,668.27
5715,Sub-Saharan Africa,Equatorial Guinea,Clothes,1047,109.28
5716,Central America and the Caribbean,Dominica,Baby Food,4347,255.28
5717,Sub-Saharan Africa,Malawi,Clothes,3926,109.28
5718,Europe,Romania,Snacks,8228,152.58
5719,North America,Greenland,Household,7726,668.27
5720,Europe,Ireland,Clothes,9925,109.28
5721,Middle East and North Africa,Somalia,Office Supplies,4361,651.21
5722,Sub-Saharan Africa,The Gambia,Baby Food,7601,255.28
5723,Europe,Portugal,Household,8245,668.27
5724,Europe,Albania,Personal Care,1922,81.73
5725,Asia,Bangladesh,Clothes,6292,109.28
5726,Sub-Saharan Africa,Senegal,Vegetables,6049,154.06
5727,Sub-Saharan Africa,Zimbabwe,Beverages,7917,47.45
5728,Sub-Saharan Africa,Botswana,Household,5649,668.27
5729,Europe,Spain,Cereal,5033,205.7
5730,Middle East and North Africa,Algeria,Baby Food,8885,255.28
5731,Europe,Belgium,Snacks,2054,152.58
5732,Australia and Oceania,Solomon Islands,Fruits,6420,9.33
5733,Asia,Thailand,Personal Care,5895,81.73
5734,Asia,Malaysia,Fruits,1420,9.33
5735,Asia,India,Office Supplies,5969,651.21
5736,Central America and the Caribbean,Grenada,Meat,9547,421.89
5737,Europe,Belgium,Office Supplies,4191,651.21
5738,Asia,Bhutan,Vegetables,8967,154.06
5739,Europe,Spain,Cereal,4974,205.7
5740,Australia and Oceania,Nauru,Household,343,668.27
5741,Europe,Malta,Snacks,5233,152.58
5742,Europe,Greece,Office Supplies,6839,651.21
5743,Asia,Tajikistan,Beverages,4382,47.45
5744,Europe,Moldova ,Baby Food,4119,255.28
5745,Sub-Saharan Africa,Togo,Cosmetics,4335,437.2
5746,Central America and the Caribbean,The Bahamas,Clothes,348,109.28
5747,Europe,Bosnia and Herzegovina,Cosmetics,9506,437.2
5748,Europe,Montenegro,Clothes,6189,109.28
5749,Asia,Vietnam,Office Supplies,6808,651.21
5750,Australia and Oceania,Tuvalu,Personal Care,4807,81.73
5751,Europe,Poland,Cereal,5657,205.7
5752,Europe,Kosovo,Baby Food,1865,255.28
5753,North America,United States of America,Baby Food,7966,255.28
5754,Asia,Laos,Cereal,5528,205.7
5755,Australia and Oceania,Samoa ,Snacks,8149,152.58
5756,Sub-Saharan Africa,Cape Verde,Baby Food,6459,255.28
5757,North America,Canada,Baby Food,3120,255.28
5758,Middle East and North Africa,Kuwait,Meat,7823,421.89
5759,Europe,Albania,Household,2293,668.27
5760,Sub-Saharan Africa,Ethiopia,Cereal,5284,205.7
5761,Europe,Spain,Clothes,7583,109.28
5762,Sub-Saharan Africa,Kenya,Baby Food,7006,255.28
5763,Sub-Saharan Africa,Gabon,Snacks,3403,152.58
5764,Australia and Oceania,Palau,Vegetables,3653,154.06
5765,Sub-Saharan Africa,Rwanda,Office Supplies,6667,651.21
5766,Middle East and North Africa,Qatar,Beverages,8389,47.45
5767,Sub-Saharan Africa,Namibia,Meat,6791,421.89
5768,Sub-Saharan Africa,Ethiopia,Cereal,6878,205.7
5769,Australia and Oceania,Tuvalu,Cosmetics,5686,437.2
5770,Australia and Oceania,Federated States of Micronesia,Vegetables,7284,154.06
5771,Sub-Saharan Africa,Tanzania,Beverages,7769,47.45
5772,Europe,Sweden,Meat,271,421.89
5773,Europe,Estonia,Fruits,9952,9.33
5774,Europe,Finland,Meat,9003,421.89
5775,Europe,Greece,Vegetables,1649,154.06
5776,Central America and the Caribbean,Saint Kitts and Nevis ,Snacks,9145,152.58
5777,Europe,Armenia,Beverages,4776,47.45
5778,Sub-Saharan Africa,Mauritius ,Clothes,8860,109.28
5779,Central America and the Caribbean,Saint Lucia,Snacks,3745,152.58
5780,Central America and the Caribbean,The Bahamas,Fruits,8812,9.33
5781,Middle East and North Africa,Syria,Office Supplies,5472,651.21
5782,Sub-Saharan Africa,Lesotho,Cosmetics,2166,437.2
5783,Asia,Uzbekistan,Snacks,9369,152.58
5784,Sub-Saharan Africa,Botswana,Baby Food,4586,255.28
5785,Central America and the Caribbean,Jamaica,Beverages,7352,47.45
5786,Central America and the Caribbean,Saint Lucia,Baby Food,4235,255.28
5787,Middle East and North Africa,Turkey,Vegetables,3834,154.06
5788,Europe,Ireland,Fruits,1778,9.33
5789,Sub-Saharan Africa,Namibia,Personal Care,5729,81.73
5790,Sub-Saharan Africa,Malawi,Meat,378,421.89
5791,Europe,Latvia,Clothes,2451,109.28
5792,Asia,Nepal,Fruits,5701,9.33
5793,Middle East and North Africa,United Arab Emirates,Clothes,5914,109.28
5794,Sub-Saharan Africa,Botswana,Snacks,5909,152.58
5795,Australia and Oceania,Samoa ,Cosmetics,533,437.2
5796,Middle East and North Africa,Oman,Vegetables,1667,154.06
5797,Europe,Denmark,Meat,3222,421.89
5798,Central America and the Caribbean,Trinidad and Tobago,Vegetables,6139,154.06
5799,Europe,Kosovo,Beverages,3394,47.45
5800,Middle East and North Africa,Azerbaijan,Meat,4989,421.89
5801,Europe,Norway,Cosmetics,2963,437.2
5802,Middle East and North Africa,Algeria,Cereal,6382,205.7
5803,Asia,South Korea,Cereal,6344,205.7
5804,Europe,Cyprus,Cosmetics,980,437.2
5805,Asia,Brunei,Baby Food,451,255.28
5806,Central America and the Caribbean,Cuba,Office Supplies,1949,651.21
5807,Europe,Hungary,Baby Food,4698,255.28
5808,Asia,Taiwan,Office Supplies,4952,651.21
5809,Europe,Monaco,Cereal,998,205.7
5810,Europe,Finland,Meat,8153,421.89
5811,Sub-Saharan Africa,Ethiopia,Snacks,3766,152.58
5812,Australia and Oceania,Marshall Islands,Personal Care,2217,81.73
5813,Asia,Taiwan,Household,9917,668.27
5814,Sub-Saharan Africa,Nigeria,Meat,307,421.89
5815,Central America and the Caribbean,Dominica,Snacks,8863,152.58
5816,Middle East and North Africa,Morocco,Clothes,8088,109.28
5817,Europe,Romania,Cereal,2519,205.7
5818,Europe,Serbia,Household,3724,668.27
5819,Europe,Belgium,Cosmetics,5300,437.2
5820,Europe,Denmark,Fruits,7878,9.33
5821,Sub-Saharan Africa,Swaziland,Office Supplies,4119,651.21
5822,Sub-Saharan Africa,Burkina Faso,Fruits,3715,9.33
5823,Europe,Austria,Cereal,8390,205.7
5824,Sub-Saharan Africa,Central African Republic,Fruits,6898,9.33
5825,Sub-Saharan Africa,Madagascar,Baby Food,27,255.28
5826,Sub-Saharan Africa,Namibia,Meat,5593,421.89
5827,Australia and Oceania,New Zealand,Snacks,3445,152.58
5828,Sub-Saharan Africa,Djibouti,Baby Food,462,255.28
5829,Central America and the Caribbean,Dominica,Beverages,5557,47.45
5830,Europe,Finland,Personal Care,4671,81.73
5831,Sub-Saharan Africa,Democratic Republic of the Congo,Personal Care,5778,81.73
5832,Sub-Saharan Africa,Niger,Clothes,3882,109.28
5833,Sub-Saharan Africa,Botswana,Personal Care,6021,81.73
5834,Central America and the Caribbean,Nicaragua,Household,6261,668.27
5835,Australia and Oceania,Solomon Islands,Personal Care,701,81.73
5836,Europe,Lithuania,Personal Care,2471,81.73
5837,Europe,Poland,Baby Food,6732,255.28
5838,Asia,Myanmar,Cereal,5676,205.7
5839,Asia,Vietnam,Baby Food,3527,255.28
5840,Sub-Saharan Africa,Senegal,Snacks,1540,152.58
5841,Europe,France,Meat,3001,421.89
5842,Asia,Turkmenistan,Baby Food,8228,255.28
5843,Central America and the Caribbean,Haiti,Cereal,9568,205.7
5844,Central America and the Caribbean,Dominican Republic,Household,6403,668.27
5845,Sub-Saharan Africa,Ethiopia,Fruits,143,9.33
5846,Middle East and North Africa,Bahrain,Household,9230,668.27
5847,Sub-Saharan Africa,Malawi,Cosmetics,4138,437.2
5848,Asia,Cambodia,Vegetables,2372,154.06
5849,Asia,Malaysia,Personal Care,3468,81.73
5850,Central America and the Caribbean,Dominican Republic,Cosmetics,3994,437.2
5851,Asia,Sri Lanka,Fruits,2547,9.33
5852,North America,United States of America,Cereal,4759,205.7
5853,Sub-Saharan Africa,Republic of the Congo,Personal Care,8290,81.73
5854,Sub-Saharan Africa,Mauritius ,Beverages,7832,47.45
5855,Australia and Oceania,Marshall Islands,Clothes,110,109.28
5856,Central America and the Caribbean,Costa Rica,Cereal,8877,205.7
5857,Asia,Myanmar,Personal Care,9921,81.73
5858,Middle East and North Africa,Tunisia ,Beverages,6058,47.45
5859,Sub-Saharan Africa,Comoros,Clothes,2138,109.28
5860,Europe,Ukraine,Personal Care,39,81.73
5861,Central America and the Caribbean,Grenada,Household,3674,668.27
5862,Europe,Belgium,Personal Care,3984,81.73
5863,Sub-Saharan Africa,Mauritius ,Meat,3943,421.89
5864,Sub-Saharan Africa,Guinea-Bissau,Clothes,3557,109.28
5865,Sub-Saharan Africa,Angola,Cosmetics,4860,437.2
5866,Europe,Hungary,Cereal,6922,205.7
5867,Sub-Saharan Africa,Botswana,Vegetables,839,154.06
5868,Sub-Saharan Africa,Gabon,Snacks,4743,152.58
5869,Sub-Saharan Africa,Benin,Fruits,8794,9.33
5870,Sub-Saharan Africa,Seychelles ,Personal Care,184,81.73
5871,Sub-Saharan Africa,Burundi,Fruits,8138,9.33
5872,Sub-Saharan Africa,Seychelles ,Baby Food,8910,255.28
5873,Asia,India,Cosmetics,786,437.2
5874,Middle East and North Africa,Israel,Vegetables,9084,154.06
5875,Middle East and North Africa,Tunisia ,Household,1152,668.27
5876,Europe,Switzerland,Personal Care,1370,81.73
5877,Middle East and North Africa,Afghanistan,Cosmetics,6150,437.2
5878,Sub-Saharan Africa,Gabon,Personal Care,8933,81.73
5879,Sub-Saharan Africa,Kenya,Clothes,5194,109.28
5880,Asia,Nepal,Clothes,7437,109.28
5881,Europe,Montenegro,Vegetables,198,154.06
5882,Australia and Oceania,New Zealand,Meat,5045,421.89
5883,Sub-Saharan Africa,Burundi,Household,5576,668.27
5884,Asia,India,Household,2422,668.27
5885,Europe,Bosnia and Herzegovina,Cereal,8242,205.7
5886,Middle East and North Africa,Pakistan,Fruits,2731,9.33
5887,Europe,Greece,Household,7611,668.27
5888,Sub-Saharan Africa,Republic of the Congo,Household,1637,668.27
5889,Middle East and North Africa,Algeria,Office Supplies,5596,651.21
5890,Australia and Oceania,Kiribati,Cosmetics,7305,437.2
5891,Middle East and North Africa,Qatar,Baby Food,6612,255.28
5892,Central America and the Caribbean,Barbados,Snacks,397,152.58
5893,Europe,Italy,Household,7571,668.27
5894,Europe,United Kingdom,Office Supplies,4078,651.21
5895,Sub-Saharan Africa,Burundi,Clothes,7890,109.28
5896,Australia and Oceania,Solomon Islands,Meat,4012,421.89
5897,Europe,Luxembourg,Cereal,9481,205.7
5898,Europe,Hungary,Fruits,8363,9.33
5899,Asia,Turkmenistan,Vegetables,6758,154.06
5900,Europe,Hungary,Snacks,7796,152.58
5901,Central America and the Caribbean,Saint Kitts and Nevis ,Beverages,6637,47.45
5902,Sub-Saharan Africa,Togo,Beverages,5473,47.45
5903,Australia and Oceania,Tonga,Snacks,8530,152.58
5904,Asia,Uzbekistan,Baby Food,7060,255.28
5905,Europe,Russia,Cosmetics,4352,437.2
5906,Europe,Switzerland,Meat,721,421.89
5907,Central America and the Caribbean,Saint Vincent and the Grenadines,Personal Care,8517,81.73
5908,Sub-Saharan Africa,Cameroon,Vegetables,7119,154.06
5909,Europe,Croatia,Vegetables,7938,154.06
5910,Central America and the Caribbean,Guatemala,Vegetables,9418,154.06
5911,Europe,Vatican City,Household,2031,668.27
5912,Europe,Monaco,Beverages,3283,47.45
5913,Central America and the Caribbean,Cuba,Office Supplies,2709,651.21
5914,Central America and the Caribbean,El Salvador,Personal Care,6877,81.73
5915,Asia,China,Vegetables,4386,154.06
5916,Sub-Saharan Africa,Guinea-Bissau,Cereal,865,205.7
5917,Sub-Saharan Africa,Benin,Clothes,3976,109.28
5918,Sub-Saharan Africa,Tanzania,Office Supplies,8411,651.21
5919,North America,United States of America,Beverages,894,47.45
5920,Asia,Tajikistan,Cereal,5179,205.7
5921,Australia and Oceania,Solomon Islands,Personal Care,7053,81.73
5922,Sub-Saharan Africa,Tanzania,Fruits,9332,9.33
5923,Europe,Switzerland,Meat,6867,421.89
5924,Sub-Saharan Africa,South Sudan,Baby Food,1536,255.28
5925,Australia and Oceania,Kiribati,Baby Food,7251,255.28
5926,Asia,Bhutan,Cereal,4953,205.7
5927,Europe,Bulgaria,Vegetables,7618,154.06
5928,Europe,Norway,Cereal,5249,205.7
5929,Australia and Oceania,Fiji,Vegetables,9883,154.06
5930,Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,586,9.33
5931,Europe,Germany,Household,8459,668.27
5932,Middle East and North Africa,Tunisia ,Household,1630,668.27
5933,Europe,Ireland,Clothes,261,109.28
5934,Middle East and North Africa,Lebanon,Baby Food,1544,255.28
5935,Asia,South Korea,Clothes,4703,109.28
5936,Sub-Saharan Africa,Botswana,Snacks,5993,152.58
5937,Sub-Saharan Africa,Burundi,Meat,3699,421.89
5938,Asia,Nepal,Office Supplies,3139,651.21
5939,Sub-Saharan Africa,Mauritania,Clothes,1662,109.28
5940,Asia,Uzbekistan,Snacks,3648,152.58
5941,Middle East and North Africa,Syria,Clothes,5508,109.28
5942,Sub-Saharan Africa,Cote d'Ivoire,Snacks,684,152.58
5943,Asia,Indonesia,Snacks,4650,152.58
5944,Asia,Japan,Beverages,9910,47.45
5945,Europe,Serbia,Snacks,1001,152.58
5946,Europe,Spain,Office Supplies,9491,651.21
5947,Asia,Turkmenistan,Vegetables,8977,154.06
5948,Sub-Saharan Africa,Liberia,Vegetables,90,154.06
5949,Sub-Saharan Africa,Lesotho,Snacks,5491,152.58
5950,Sub-Saharan Africa,Namibia,Office Supplies,4873,651.21
5951,Europe,Sweden,Office Supplies,9958,651.21
5952,Sub-Saharan Africa,Liberia,Fruits,9502,9.33
5953,Central America and the Caribbean,Costa Rica,Baby Food,4290,255.28
5954,Asia,Sri Lanka,Cereal,2141,205.7
5955,Central America and the Caribbean,The Bahamas,Vegetables,2903,154.06
5956,Europe,Portugal,Beverages,3456,47.45
5957,Middle East and North Africa,Tunisia ,Household,2711,668.27
5958,Sub-Saharan Africa,The Gambia,Meat,6610,421.89
5959,Sub-Saharan Africa,Chad,Cosmetics,3127,437.2
5960,Middle East and North Africa,Jordan,Meat,7267,421.89
5961,Middle East and North Africa,Oman,Snacks,6066,152.58
5962,Middle East and North Africa,Iran,Cereal,3591,205.7
5963,Europe,France,Vegetables,5941,154.06
5964,Europe,Latvia,Fruits,6246,9.33
5965,Sub-Saharan Africa,Swaziland,Baby Food,9667,255.28
5966,Sub-Saharan Africa,Guinea,Snacks,8396,152.58
5967,Sub-Saharan Africa,Swaziland,Beverages,6658,47.45
5968,Europe,San Marino,Office Supplies,5706,651.21
5969,Sub-Saharan Africa,Angola,Cereal,8827,205.7
5970,Australia and Oceania,Federated States of Micronesia,Cosmetics,6339,437.2
5971,Sub-Saharan Africa,Eritrea,Cosmetics,590,437.2
5972,Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,959,437.2
5973,Australia and Oceania,Marshall Islands,Personal Care,8859,81.73
5974,Asia,Sri Lanka,Cosmetics,2731,437.2
5975,Europe,Croatia,Vegetables,3049,154.06
5976,Sub-Saharan Africa,Zambia,Clothes,7319,109.28
5977,Middle East and North Africa,Afghanistan,Meat,5075,421.89
5978,Sub-Saharan Africa,Botswana,Cereal,2886,205.7
5979,Asia,Bangladesh,Household,9350,668.27
5980,Asia,Laos,Vegetables,97,154.06
5981,Sub-Saharan Africa,Burkina Faso,Cosmetics,2788,437.2
5982,Asia,India,Cosmetics,2115,437.2
5983,Middle East and North Africa,Oman,Fruits,4803,9.33
5984,Sub-Saharan Africa,Djibouti,Fruits,4605,9.33
5985,Australia and Oceania,Kiribati,Clothes,7309,109.28
5986,Central America and the Caribbean,El Salvador,Household,5732,668.27
5987,Europe,Hungary,Office Supplies,4721,651.21
5988,Europe,Bosnia and Herzegovina,Personal Care,6158,81.73
5989,Europe,Denmark,Personal Care,3952,81.73
5990,Sub-Saharan Africa,Kenya,Clothes,9048,109.28
5991,Sub-Saharan Africa,Seychelles ,Vegetables,4417,154.06
5992,Middle East and North Africa,Kuwait,Household,66,668.27
5993,Europe,Albania,Household,8030,668.27
5994,Australia and Oceania,Solomon Islands,Personal Care,7376,81.73
5995,Asia,Philippines,Fruits,9204,9.33
5996,Sub-Saharan Africa,Mali,Household,1643,668.27
5997,Middle East and North Africa,Azerbaijan,Office Supplies,4854,651.21
5998,Central America and the Caribbean,Guatemala,Meat,6029,421.89
5999,Europe,Slovenia,Office Supplies,4393,651.21
6000,North America,United States of America,Clothes,6200,109.28
6001,Europe,Liechtenstein,Baby Food,9737,255.28
6002,Asia,Laos,Household,320,668.27
6003,Europe,Montenegro,Beverages,5298,47.45
6004,Sub-Saharan Africa,Namibia,Fruits,9051,9.33
6005,Europe,Lithuania,Personal Care,7991,81.73
6006,Sub-Saharan Africa,Ghana,Fruits,5560,9.33
6007,Europe,Georgia,Cosmetics,7231,437.2
6008,Asia,Kazakhstan,Vegetables,5509,154.06
6009,Central America and the Caribbean,Cuba,Meat,4930,421.89
6010,Asia,Singapore,Personal Care,7062,81.73
6011,Central America and the Caribbean,Saint Kitts and Nevis ,Fruits,5503,9.33
6012,Central America and the Caribbean,Haiti,Cosmetics,884,437.2
6013,Europe,Denmark,Snacks,5865,152.58
6014,Europe,Spain,Clothes,139,109.28
6015,Sub-Saharan Africa,Chad,Vegetables,5429,154.06
6016,Australia and Oceania,Fiji,Baby Food,491,255.28
6017,Asia,Kyrgyzstan,Snacks,6109,152.58
6018,Europe,France,Cereal,103,205.7
6019,Australia and Oceania,Nauru,Snacks,2320,152.58
6020,Europe,Luxembourg,Cereal,9641,205.7
6021,Middle East and North Africa,Iran,Clothes,975,109.28
6022,Asia,Kyrgyzstan,Clothes,2267,109.28
6023,Sub-Saharan Africa,Lesotho,Clothes,1489,109.28
6024,Europe,Portugal,Household,3646,668.27
6025,Asia,Myanmar,Snacks,5775,152.58
6026,Asia,Kazakhstan,Baby Food,1943,255.28
6027,Central America and the Caribbean,Jamaica,Meat,8248,421.89
6028,Europe,Serbia,Snacks,7821,152.58
6029,Middle East and North Africa,Kuwait,Fruits,5822,9.33
6030,Sub-Saharan Africa,Chad,Baby Food,4444,255.28
6031,Sub-Saharan Africa,Senegal,Cosmetics,7910,437.2
6032,Sub-Saharan Africa,Sudan,Beverages,7476,47.45
6033,Sub-Saharan Africa,Zambia,Cosmetics,6428,437.2
6034,Europe,Netherlands,Baby Food,5082,255.28
6035,Sub-Saharan Africa,Uganda,Baby Food,5788,255.28
6036,Asia,Malaysia,Cosmetics,7925,437.2
6037,Central America and the Caribbean,Panama,Baby Food,2905,255.28
6038,Sub-Saharan Africa,Burkina Faso,Cosmetics,9170,437.2
6039,Middle East and North Africa,Bahrain,Fruits,7193,9.33
6040,Europe,Netherlands,Household,4480,668.27
6041,Sub-Saharan Africa,Kenya,Clothes,566,109.28
6042,Sub-Saharan Africa,Malawi,Snacks,2019,152.58
6043,Asia,Kazakhstan,Cereal,7438,205.7
6044,Europe,Malta,Clothes,2453,109.28
6045,Sub-Saharan Africa,Gabon,Clothes,4724,109.28
6046,Middle East and North Africa,Qatar,Cosmetics,8944,437.2
6047,Australia and Oceania,Nauru,Clothes,1837,109.28
6048,Europe,Liechtenstein,Personal Care,7157,81.73
6049,Australia and Oceania,Nauru,Cosmetics,691,437.2
6050,Europe,Greece,Vegetables,5256,154.06
6051,Europe,Belarus,Meat,5700,421.89
6052,Sub-Saharan Africa,Liberia,Office Supplies,3905,651.21
6053,Sub-Saharan Africa,Lesotho,Fruits,3779,9.33
6054,Central America and the Caribbean,Haiti,Personal Care,6267,81.73
6055,Europe,San Marino,Meat,4342,421.89
6056,Australia and Oceania,Vanuatu,Office Supplies,8008,651.21
6057,Sub-Saharan Africa,Benin,Fruits,9302,9.33
6058,Europe,Ireland,Cosmetics,7291,437.2
6059,Sub-Saharan Africa,Zambia,Baby Food,3074,255.28
6060,Europe,Moldova ,Snacks,4780,152.58
6061,Australia and Oceania,Vanuatu,Vegetables,2571,154.06
6062,Asia,Malaysia,Fruits,3640,9.33
6063,Australia and Oceania,Tuvalu,Fruits,7209,9.33
6064,Europe,Slovakia,Beverages,9533,47.45
6065,Middle East and North Africa,Israel,Household,8900,668.27
6066,Asia,Philippines,Cereal,625,205.7
6067,Asia,Turkmenistan,Vegetables,2059,154.06
6068,Central America and the Caribbean,Cuba,Snacks,7580,152.58
6069,Central America and the Caribbean,Nicaragua,Household,3599,668.27
6070,Sub-Saharan Africa,Seychelles ,Beverages,3561,47.45
6071,Sub-Saharan Africa,Equatorial Guinea,Household,2936,668.27
6072,Asia,Taiwan,Snacks,4232,152.58
6073,Sub-Saharan Africa,Ethiopia,Vegetables,1983,154.06
6074,Sub-Saharan Africa,Guinea,Beverages,7758,47.45
6075,Middle East and North Africa,Morocco,Fruits,5155,9.33
6076,Europe,Spain,Cosmetics,4803,437.2
6077,Australia and Oceania,Kiribati,Baby Food,9364,255.28
6078,Middle East and North Africa,Qatar,Vegetables,8530,154.06
6079,Australia and Oceania,Papua New Guinea,Meat,4026,421.89
6080,Asia,Uzbekistan,Baby Food,4605,255.28
6081,Central America and the Caribbean,Guatemala,Snacks,1054,152.58
6082,Central America and the Caribbean,Saint Lucia,Vegetables,1190,154.06
6083,Europe,Lithuania,Meat,4862,421.89
6084,Europe,Monaco,Meat,8950,421.89
6085,Middle East and North Africa,Bahrain,Cereal,2365,205.7
6086,Europe,Malta,Cosmetics,1049,437.2
6087,Australia and Oceania,Kiribati,Personal Care,2976,81.73
6088,Sub-Saharan Africa,Madagascar,Baby Food,3151,255.28
6089,Asia,Cambodia,Beverages,8610,47.45
6090,Australia and Oceania,Samoa ,Cosmetics,3420,437.2
6091,Australia and Oceania,New Zealand,Snacks,3681,152.58
6092,Central America and the Caribbean,Panama,Household,2521,668.27
6093,Central America and the Caribbean,Barbados,Household,5102,668.27
6094,Sub-Saharan Africa,Chad,Vegetables,3617,154.06
6095,Sub-Saharan Africa,Swaziland,Personal Care,2288,81.73
6096,Europe,Georgia,Household,2371,668.27
6097,Middle East and North Africa,Pakistan,Meat,7153,421.89
6098,Asia,Brunei,Baby Food,6950,255.28
6099,Asia,Tajikistan,Baby Food,4111,255.28
6100,Europe,Georgia,Vegetables,8016,154.06
6101,Europe,Kosovo,Personal Care,75,81.73
6102,Europe,Bulgaria,Office Supplies,8733,651.21
6103,Asia,Malaysia,Vegetables,4461,154.06
